ID_Objet;Item_Weight;ID_Fat_Content;Item_Visibility;ID_Item_Type;Item_MRP;ID_Outlet_Identifier;Outlet_Establishment_Year;ID_Outlet_Size;ID_Outlet_Location_Type;ID_Outlet_Type;Item_Outlet_Sales
479;14.0;2;0.135662712;6;52.06399999999999;2;1987;1;3;2;852.2239999999997
45;16.1;1;0.023613955;15;192.8846;8;1999;2;1;2;5350.3688
1352;12.35;1;0.164274416;10;119.8124;6;2002;3;2;2;2133.2232
611;20.7;2;0.047587685;5;215.0876;6;2002;3;2;2;5145.3024
867;7.825;1;0.07995298299999999;11;62.7826;4;2009;2;3;3;1162.4868
183;12.1;1;0.115107028;1;222.0114;6;2002;3;2;2;3547.3824
1555;14.65;1;0.08352844599999999;10;162.4552;6;2002;3;2;2;2274.3728
474;20.75;2;0.129337594;13;238.188;7;1997;4;1;2;5033.448
1418;11.15;1;0.06396817760952248;12;65.0142;8;1999;2;1;2;1120.5414
40;12.1;1;0.029827665;15;144.3444;8;1999;2;1;2;2612.5992
556;11.6;2;0.157718931;3;168.3474;3;2007;3;2;2;4548.0798
1242;17.6;1;0.008046275;5;173.7422;3;2007;3;2;2;5863.0348
249;10.65;1;0.023971463;7;54.0272;7;1997;4;1;2;447.4176
1089;18.35;2;0.09468096;7;86.2882;4;2009;2;3;3;1631.8758
786;7.35;2;0.014394261;7;241.3512;6;2002;3;2;2;5331.7264
322;18.2;1;0.049396364000000005;7;146.4734;8;1999;2;1;2;3563.3616
255;8.39;2;0.024243294;6;116.0176;8;1999;2;1;2;1603.2464
1055;14.3;1;0.122469209;5;121.973;2;1987;1;3;2;2709.806
363;10.195;2;0.017730951000000002;16;239.8538;3;2007;3;2;2;4086.0146
657;14.15;1;0.035016754;14;245.3828;4;2009;2;3;3;1705.7796
60;16.2;1;0.019417732;15;153.7972;6;2002;3;2;2;1402.1748
92;12.65;1;0.105265475;15;159.9578;1;1998;3;3;1;962.7468
352;10.895;1;0.044991875999999986;6;107.228;1;1998;3;3;1;426.112
870;5.735;1;0.05696122;7;176.33700000000005;7;1997;4;1;2;1764.37
704;17.85;1;0.147255604;2;93.7436;3;2007;3;2;2;1701.7848
918;5.82;2;0.077319079;7;255.433;7;1997;4;1;2;4357.661
1530;10.0;1;0.089135671;9;146.9102;5;2004;4;2;2;3207.8244
406;17.6;2;0.041373331;14;38.119;5;2004;4;2;2;732.38
605;10.1;1;0.027041859;11;77.567;2;1987;1;3;2;306.268
1228;17.6;2;0.03922186;14;97.241;7;1997;4;1;2;193.082
535;8.645;1;0.021581922000000003;4;53.3982;5;2004;4;2;2;1209.7586
1042;19.5;1;0.128206001;2;155.9314;7;1997;4;1;2;3878.285
1109;7.68;1;0.071301323;7;190.8162;3;2007;3;2;2;2693.8268
117;15.7;1;0.030765898;8;43.277;6;2002;3;2;2;649.155
817;5.405;2;0.053730029000000006;4;199.0742;6;2002;3;2;2;4777.7808
884;20.85;2;0.062350672;1;86.9514;6;2002;3;2;2;1416.8224
1375;7.39;1;0.068163102;9;140.4812;3;2007;3;2;2;2422.1804
875;6.465;1;0.06396817760952248;4;263.1884;4;2009;2;3;3;2914.8724
235;18.25;1;0.015309885;14;197.6084;6;2002;3;2;2;2380.9008
1162;10.195;1;0.051618281;2;31.9558;2;1987;1;3;2;373.5138
601;15.1;1;0.076505799;1;91.583;3;2007;3;2;2;539.298
812;13.65;2;0.013091186;7;114.8834;4;2009;2;3;3;1612.5676
947;5.985;1;0.096337184;6;125.2678;3;2007;3;2;2;763.0068
91;9.5;1;0.142425145;8;189.9872;1;1998;3;3;1;756.3488
312;11.15;1;0.06396817760952248;5;44.7744;6;2002;3;2;2;181.0976
1518;18.0;1;0.019386234;9;126.8994;7;1997;4;1;2;3083.9856
72;16.2;1;0.06396817760952248;15;73.4696;2;1987;1;3;2;2087.9488
204;13.15;1;0.036729122;6;179.7976;8;1999;2;1;2;2535.3664
1263;20.6;1;0.045380404000000006;9;148.4392;2;1987;1;3;2;1789.6704
936;11.395;2;0.06958717099999999;11;234.6616;7;1997;4;1;2;4687.232
842;6.78;2;0.08573655;7;229.5694;2;1987;1;3;2;3425.541
418;8.84;2;0.076681143;6;110.7228;8;1999;2;1;2;1657.842
1134;16.7;1;0.102055777;4;184.0292;7;1997;4;1;2;3101.2964
426;13.3;2;0.071856726;7;63.2536;3;2007;3;2;2;1347.5792
662;12.6;2;0.063054947;6;102.399;3;2007;3;2;2;2270.378
309;7.6;2;0.14238384699999998;16;172.3448;5;2004;4;2;2;2556.672
826;12.6;2;0.03150851;1;170.5764;2;1987;1;3;2;3779.0808
891;6.67;2;0.123620492;14;90.0514;8;1999;2;1;2;1505.3738
1290;10.695;1;0.06375108;10;36.7848;5;2004;4;2;2;782.9808
568;16.6;1;0.122204371;7;173.5738;5;2004;4;2;2;1911.5118
1257;10.0;2;0.037764307;14;127.2994;7;1997;4;1;2;642.497
1405;19.1;1;0.092437711;12;185.2608;3;2007;3;2;2;1470.0864
1271;17.6;1;0.137807013;9;161.792;1;1998;3;3;1;159.792
114;19.5;2;0.07729230200000001;15;235.3958;8;1999;2;1;2;6309.7866
971;10.1;2;0.045763062;14;38.4848;8;1999;2;1;2;633.8416
1481;8.6;1;0.090558833;10;112.6176;4;2009;2;3;3;3091.9752
785;19.7;1;0.041703666;6;109.1912;2;1987;1;3;2;1637.868
897;15.35;1;0.014098693;6;37.219;3;2007;3;2;2;805.618
341;5.26;2;0.042008667;1;162.6868;3;2007;3;2;2;3767.0964
1038;9.8;1;0.106933748;7;175.33700000000005;6;2002;3;2;2;529.311
1297;16.5;1;0.012663476000000002;9;39.3506;6;2002;3;2;2;645.1602
929;10.5;1;0.041387618;7;40.1164;5;2004;4;2;2;849.5608
1408;13.1;1;0.012148836;12;191.353;4;2009;2;3;3;1328.271
377;9.3;2;0.014047825;14;196.5084;6;2002;3;2;2;4364.9848
487;14.3;1;0.026375082;6;79.6302;6;2002;3;2;2;792.302
50;10.8;1;0.052174319;15;240.3564;6;2002;3;2;2;4290.4152
755;12.85;1;0.137786856;14;157.763;4;2009;2;3;3;2659.871
160;6.78;1;0.06660848700000001;7;184.624;5;2004;4;2;2;5406.2959999999985
345;9.195;2;0.064002068;6;85.5566;5;2004;4;2;2;930.1226
111;7.905;1;0.06406438;8;229.2694;7;1997;4;1;2;1826.9552
1171;17.6;1;0.049345425;14;115.4176;3;2007;3;2;2;1145.1760000000004
469;15.7;2;0.11521312;4;112.0202;3;2007;3;2;2;3150.5656
1254;19.2;1;0.099991245;6;112.7886;2;1987;1;3;2;1779.0176
423;7.405;1;0.015334003;4;92.7146;4;2009;2;3;3;1185.7898
114;19.5;2;0.129170642;15;233.9958;1;1998;3;3;1;467.3916
1053;9.195;2;0.051908824000000006;1;78.1644;3;2007;3;2;2;1414.1592
855;11.65;1;0.13177092199999998;1;151.1024;6;2002;3;2;2;1518.024
1299;21.1;1;0.028984804;10;146.1786;2;1987;1;3;2;3034.0506
1495;8.695;1;0.120211747;10;93.2094;3;2007;3;2;2;666.4658
431;7.27;2;0.02076385;4;89.0488;2;1987;1;3;2;181.0976
1298;8.85;1;0.016006626;10;105.6964;2;1987;1;3;2;210.3928
348;18.6;1;0.015766712;14;152.9366;5;2004;4;2;2;1662.5026
849;9.1;2;0.008046878;6;78.7618;8;1999;2;1;2;402.809
407;7.975;1;0.014653896;1;82.425;8;1999;2;1;2;749.025
1423;10.0;1;0.073794811;9;121.444;3;2007;3;2;2;2516.724
370;6.865;1;0.056830682;14;214.0218;7;1997;4;1;2;5556.7668
277;16.7;2;0.054618573;16;65.5168;5;2004;4;2;2;1022.6688
1539;7.285;1;0.052141447;10;174.9054;1;1998;3;3;1;525.3162
35;8.43;1;0.017360867;15;196.2768;6;2002;3;2;2;1576.6144
1063;20.2;2;0.196438668;1;194.611;1;1998;3;3;1;392.822
232;8.75;2;0.074743226;7;187.6556;8;1999;2;1;2;5257.1568
125;9.695;1;0.070431235;8;177.5344;5;2004;4;2;2;3033.3848
1027;7.75;2;0.08293069900000001;6;35.2558;7;1997;4;1;2;780.9834
1178;19.75;1;0.041330512;7;115.8466;2;1987;1;3;2;2474.7786
1173;9.8;2;0.235354055;1;50.8008;1;1998;3;3;1;101.2016
626;11.8;2;0.057746382;11;152.4366;3;2007;3;2;2;3929.5516
738;9.8;2;0.045337184;1;36.8874;8;1999;2;1;2;564.5984
930;7.42;1;0.020374875;14;248.0092;2;1987;1;3;2;1245.046
36;20.75;1;0.035568147;15;151.8024;1;1998;3;3;1;151.8024
662;12.6;2;0.062797771;6;103.999;8;1999;2;1;2;825.592
320;19.75;2;0.018096488;6;179.56599999999997;4;2009;2;3;3;2696.49
271;10.895;2;0.009613854;5;122.973;2;1987;1;3;2;1231.73
691;16.6;1;0.026645307000000003;6;53.5614;4;2009;2;3;3;939.4438
305;6.765;2;0.08775368199999999;6;105.3306;3;2007;3;2;2;2090.612
497;13.1;1;0.037657459;7;175.8054;6;2002;3;2;2;2801.6864
1106;6.155;2;0.095195306;11;213.956;3;2007;3;2;2;2343.616
1362;10.65;1;0.048686689000000005;12;164.1526;7;1997;4;1;2;1808.9786
218;20.25;2;0.022940826;1;241.8538;7;1997;4;1;2;5768.4912
1260;20.5;1;0.119339241;1;106.0596;5;2004;4;2;2;970.7364
655;11.8;2;0.014075333999999997;6;176.8344;2;1987;1;3;2;3568.688
1102;15.0;1;0.046336634;2;120.0414;2;1987;1;3;2;3533.4006
204;13.15;1;0.036641589;6;180.7976;2;1987;1;3;2;6157.3184
860;15.5;2;0.101176316;7;198.9768;4;2009;2;3;3;4729.8432
455;11.6;2;0.079376029;6;81.7276;3;2007;3;2;2;1949.4624
433;14.35;2;0.091054989;6;231.8984;8;1999;2;1;2;4633.968
1161;13.15;1;0.043852434;14;182.695;6;2002;3;2;2;4211.185
271;10.895;2;0.009620042;5;121.673;5;2004;4;2;2;1970.768
1463;10.1;1;0.054939848;9;199.5084;3;2007;3;2;2;3372.9428
71;18.7;1;0.014675574;15;50.8324;3;2007;3;2;2;934.7832
1473;12.15;1;0.14526636;9;224.0404;8;1999;2;1;2;3375.606
868;10.195;2;0.14666293800000002;6;138.6838;7;1997;4;1;2;2388.2246
238;8.575;2;0.07178670599999999;5;193.3794;2;1987;1;3;2;780.3176
761;16.5;2;0.133424184;7;102.2332;1;1998;3;3;1;102.5332
551;9.065;1;0.115799592;6;95.3094;4;2009;2;3;3;1713.7692
1285;16.6;1;0.027579198;10;178.7344;7;1997;4;1;2;1605.9096
1232;11.6;2;0.241055611;5;238.5222;1;1998;3;3;1;717.0666
1432;19.5;1;0.014332439;10;57.1614;4;2009;2;3;3;1381.535
1442;16.6;1;0.027133398;9;106.2596;1;1998;3;3;1;215.7192
33;11.85;1;0.132876847;5;98.0726;8;1999;2;1;2;1076.5986
779;12.85;1;0.03315162;14;170.6422;2;1987;1;3;2;2931.5174
1503;9.0;1;0.019536981;10;170.0474;8;1999;2;1;2;4211.185
1148;5.655;1;0.085258864;7;165.85;5;2004;4;2;2;1830.95
1294;8.93;1;0.013179388;10;55.1614;7;1997;4;1;2;939.4438
1347;15.2;1;0.033592687;10;108.1912;5;2004;4;2;2;1856.2504
895;7.655;1;0.05346916;4;114.1492;1;1998;3;3;1;115.8492
910;15.5;1;0.103603094;14;143.547;8;1999;2;1;2;1431.47
501;18.7;1;0.104840884;6;122.1072;8;1999;2;1;2;490.0288
105;9.5;1;0.042056944000000006;15;31.89;4;2009;2;3;3;366.19
417;13.65;1;0.040049609;6;34.4558;3;2007;3;2;2;611.2044
1004;19.5;2;0.03075661;4;86.25399999999998;6;2002;3;2;2;2163.85
856;8.71;1;0.06396817760952248;4;46.5376;2;1987;1;3;2;575.2512
28;19.6;1;0.024363939;5;46.3718;3;2007;3;2;2;661.8052
1496;11.8;1;0.058725130999999986;9;82.3618;5;2004;4;2;2;1208.427
846;6.715;2;0.122274118;1;40.3454;3;2007;3;2;2;838.908
1394;19.1;1;0.067239404;10;39.6796;2;1987;1;3;2;660.4736
445;20.7;1;0.021464454;1;156.6288;8;1999;2;1;2;3928.22
138;10.195;1;0.112681821;8;113.986;4;2009;2;3;3;452.744
809;20.2;2;0.039469737000000005;3;155.16299999999995;3;2007;3;2;2;782.315
97;10.8;1;0.061101383;15;151.9024;7;1997;4;1;2;2580.6408
1357;19.75;1;0.014359584;10;100.8332;4;2009;2;3;3;1537.9979999999994
282;19.35;1;0.016637301;6;120.9098;8;1999;2;1;2;1687.1372
262;7.405;1;0.159843921;5;206.6296;4;2009;2;3;3;3115.9440000000004
1537;15.25;1;0.06130888900000001;10;128.8968;6;2002;3;2;2;2348.9424
327;8.895;1;0.026397141;6;207.8954;6;2002;3;2;2;3542.7218
1460;18.75;1;0.034307348;10;215.2218;7;1997;4;1;2;4701.8796
1155;20.1;1;0.07462720099999999;5;110.3228;7;1997;4;1;2;1768.3648
1381;12.35;1;0.041973712;9;35.7216;3;2007;3;2;2;519.3240000000002
650;16.85;2;0.080015028;14;111.8544;4;2009;2;3;3;1677.816
905;17.0;1;0.055519561;5;219.8114;8;1999;2;1;2;1108.557
864;14.3;1;0.130946374;1;76.7328;4;2009;2;3;3;1312.9576
406;17.6;2;0.041381156;14;35.019;7;1997;4;1;2;659.1419999999998
98;20.25;1;0.036474041;5;218.3482;4;2009;2;3;3;2409.5302
1100;18.0;1;0.039231652;14;145.1418;3;2007;3;2;2;2648.5524
1456;16.35;1;0.013393537;12;106.028;6;2002;3;2;2;1065.28
209;14.0;2;0.031444357;4;53.764;3;2007;3;2;2;798.96
62;5.78;1;0.014555066;15;145.2102;7;1997;4;1;2;3062.0142
436;21.0;1;0.082526478;14;191.8478;1;1998;3;3;1;774.9912
751;13.65;2;0.080765853;6;262.8936;8;1999;2;1;2;4958.8784
531;12.3;2;0.17797002;7;173.1396;1;1998;3;3;1;697.7584
472;12.35;2;0.03382933;11;196.9426;6;2002;3;2;2;2768.3964
94;11.8;1;0.11397026;15;185.1924;3;2007;3;2;2;2591.2936
119;19.7;1;0.038729457;8;127.3362;5;2004;4;2;2;755.0172
758;10.1;1;0.032075379;4;50.9008;2;1987;1;3;2;354.2056
704;17.85;1;0.146305498;2;94.1436;2;1987;1;3;2;1607.2412
1309;20.7;1;0.026877471;10;74.6354;2;1987;1;3;2;1053.2956
907;8.89;1;0.005474515;6;99.7016;7;1997;4;1;2;1922.8304
1064;14.5;1;0.064048405;4;153.4682;5;2004;4;2;2;1677.1502
1312;9.0;1;0.032203667000000005;10;100.8016;3;2007;3;2;2;1113.2176
31;13.35;1;0.017857847;5;77.5012;4;2009;2;3;3;1518.024
862;6.675;1;0.041921462;14;92.3462;7;1997;4;1;2;2406.2012
593;10.3;2;0.024875871;1;173.0422;2;1987;1;3;2;2069.3064
1159;17.1;2;0.073997843;7;207.0638;2;1987;1;3;2;4969.5312
290;14.15;1;0.020798905;7;123.6046;4;2009;2;3;3;1245.046
50;10.8;1;0.052363244;15;236.5564;3;2007;3;2;2;5243.8408
1074;8.5;1;0.098283459;4;51.3324;4;2009;2;3;3;934.7832
361;6.215;1;0.012138795;7;39.2848;2;1987;1;3;2;521.9872
1199;17.5;1;0.06396817760952248;14;253.0356;5;2004;4;2;2;4578.0408
838;20.7;1;0.042923652;5;178.3028;6;2002;3;2;2;1062.6168
1213;8.975;2;0.009058845;4;103.399;7;1997;4;1;2;2579.975
464;20.5;2;0.032136417;6;83.9592;1;1998;3;3;1;165.1184
424;13.65;1;0.065898197;6;46.1402;4;2009;2;3;3;459.402
1105;13.1;1;0.075731322;5;167.5158;6;2002;3;2;2;1504.0422
1154;4.615;2;0.101812521;4;232.23;5;2004;4;2;2;5126.66
531;12.3;2;0.106327251;7;172.8396;7;1997;4;1;2;2616.594
1254;19.2;1;0.100055601;6;112.4886;5;2004;4;2;2;1223.0746
328;20.1;2;0.054540159000000005;6;152.1366;8;1999;2;1;2;755.683
414;11.5;2;0.037723476;14;109.5254;4;2009;2;3;3;1953.4572
334;9.3;1;0.14897741;4;143.0786;1;1998;3;3;1;288.9572
315;15.2;2;0.104201019;7;176.5054;4;2009;2;3;3;2976.7918
858;12.65;2;0.076198809;6;191.3846;6;2002;3;2;2;2675.1844
782;11.1;1;0.010639596;4;84.1908;5;2004;4;2;2;755.0172
1326;19.2;1;0.041220035;10;131.231;5;2004;4;2;2;3635.268
938;19.75;1;0.01247354;7;187.5872;6;2002;3;2;2;1323.6104
22;6.135;1;0.07913221200000001;15;112.686;6;2002;3;2;2;2942.836
845;12.5;1;0.020693809;2;199.1742;5;2004;4;2;2;4379.6324
599;7.235;1;0.10016525;14;193.9452;6;2002;3;2;2;2936.178
950;15.85;1;0.057302606;14;53.3956;5;2004;4;2;2;600.5516
927;9.895;2;0.048761046;6;260.5278;6;2002;3;2;2;8851.1452
36;20.75;1;0.06396817760952248;15;153.0024;5;2004;4;2;2;2428.8384
50;10.8;1;0.052149675;15;239.9564;8;1999;2;1;2;3813.7024
1279;8.76;1;0.05013052900000002;9;128.3336;8;1999;2;1;2;2556.672
442;16.1;2;0.024987903;7;97.341;8;1999;2;1;2;1255.033
168;7.1;1;0.109990885;7;172.908;5;2004;4;2;2;2769.728
338;19.35;2;0.049736267;7;76.8644;6;2002;3;2;2;1571.2879999999998
623;16.7;2;0.117026714;1;189.2214;1;1998;3;3;1;188.4214
1099;9.5;2;0.035121963;7;168.6448;2;1987;1;3;2;1022.6688
35;8.43;1;0.017311312;15;197.8768;2;1987;1;3;2;3744.4592
1529;14.15;1;0.008811818;10;196.511;6;2002;3;2;2;2749.7540000000013
175;5.44;1;0.025583714;5;239.1538;4;2009;2;3;3;480.7076
786;7.35;2;0.014353174;7;242.6512;2;1987;1;3;2;969.4048
328;20.1;2;0.054410179;6;151.3366;2;1987;1;3;2;2720.4588
1183;12.0;1;0.033974436000000004;4;181.8976;7;1997;4;1;2;4527.44
916;21.25;1;0.009996872;11;185.5608;5;2004;4;2;2;3123.9336
227;8.3;2;0.030212499;1;98.0384;6;2002;3;2;2;2857.6136
605;10.1;1;0.027217468;11;76.067;3;2007;3;2;2;1454.773
349;14.15;1;0.038123176;16;123.5046;3;2007;3;2;2;1992.0736
904;9.0;1;0.079506434;4;78.3644;6;2002;3;2;2;1728.4168
982;12.15;1;0.021811987;2;163.6184;4;2009;2;3;3;2311.6576
832;20.0;2;0.028167478;7;45.5744;8;1999;2;1;2;452.744
1172;6.71;2;0.029560451;1;65.8142;7;1997;4;1;2;856.8846
1129;7.365;1;0.04280099;7;228.372;3;2007;3;2;2;2037.348
1233;7.935;1;0.017141985;5;50.035;2;1987;1;3;2;149.805
435;12.6;1;0.056394771;13;51.3982;3;2007;3;2;2;473.3838
410;17.6;1;0.056379439;6;42.7454;8;1999;2;1;2;293.6178
1266;19.0;1;0.129534812;10;190.1872;8;1999;2;1;2;5105.3544
1383;7.5;1;0.036439878;9;175.3028;3;2007;3;2;2;3010.7476
31;13.35;1;0.06396817760952248;5;77.6012;7;1997;4;1;2;986.7156
1481;8.6;1;0.090191431;10;112.9176;7;1997;4;1;2;458.0704
234;10.5;2;0.022590318;14;140.6154;1;1998;3;3;1;283.6308
456;9.0;1;0.08201152099999999;6;213.3534;7;1997;4;1;2;1935.4806
42;4.61;1;0.122843005;8;172.4396;8;1999;2;1;2;1569.9564
321;10.895;2;0.05432142;6;146.2102;1;1998;3;3;1;437.4306
1171;17.6;1;0.049144165;14;112.7176;8;1999;2;1;2;1717.764
898;11.65;1;0.040577878;7;188.224;8;1999;2;1;2;1304.968
1394;19.1;1;0.067400032;10;41.9796;8;1999;2;1;2;784.3124
1203;17.2;2;0.012036432;4;165.7184;6;2002;3;2;2;1816.3024
653;16.5;1;0.073977473;4;206.8638;6;2002;3;2;2;2070.638
757;15.6;1;0.143396175;3;128.0994;6;2002;3;2;2;2184.4898
1312;9.0;1;0.03201648;10;99.6016;5;2004;4;2;2;1922.8304
512;15.0;1;0.058346234;14;44.0744;2;1987;1;3;2;633.8416
1141;6.195;1;0.07209744900000001;14;119.3098;8;1999;2;1;2;1205.098
1063;20.2;2;0.117543713;1;197.311;8;1999;2;1;2;3338.987
337;20.7;1;0.048718334;7;38.7506;2;1987;1;3;2;227.7036
1343;20.25;1;0.0591756;10;245.046;4;2009;2;3;3;4680.574000000001
895;7.655;1;0.031918284;4;117.7492;2;1987;1;3;2;695.0952
9;5.92;2;0.019308607;15;49.0692;3;2007;3;2;2;1478.076
23;18.75;1;0.023974769;5;99.0042;3;2007;3;2;2;694.4294
476;9.395;2;0.100602552;1;88.3856;6;2002;3;2;2;703.0848
798;13.35;1;0.091189915;14;149.3708;5;2004;4;2;2;4514.124
1272;19.2;1;0.12973174699999998;10;196.211;1;1998;3;3;1;589.2330000000002
241;19.0;2;0.103363904;7;226.172;2;1987;1;3;2;3169.208
290;14.15;1;0.020714523;7;124.2046;7;1997;4;1;2;2490.092
884;20.85;2;0.062212713;1;88.1514;5;2004;4;2;2;1151.1682
452;8.63;1;0.031271134;14;186.0582;3;2007;3;2;2;3900.9222
1531;16.7;1;0.026729068;10;248.4776;4;2009;2;3;3;6439.6176
616;7.895;2;0.094567181;3;104.5332;7;1997;4;1;2;1845.5976
205;7.72;1;0.05193741;7;77.9986;2;1987;1;3;2;934.7832
1366;5.615;1;0.12648042199999998;9;121.573;3;2007;3;2;2;3202.498
873;7.05;2;0.055644887;2;224.9088;8;1999;2;1;2;2684.5056
1512;14.35;1;0.028519419;9;109.2228;1;1998;3;3;1;221.0456
122;8.52;1;0.027101431;15;151.7682;8;1999;2;1;2;2439.4912
1021;7.645;2;0.067083367;14;44.0112;3;2007;3;2;2;596.5568
1020;12.1;1;0.020652362;14;149.5734;4;2009;2;3;3;2227.101
802;14.8;1;0.081042136;11;192.4846;7;1997;4;1;2;5159.2842
36;20.75;1;0.021336565;15;153.6024;4;2009;2;3;3;1366.2216
852;10.8;1;0.029001987000000007;14;238.6222;6;2002;3;2;2;8604.7992
93;18.35;1;0.069745165;8;190.2872;1;1998;3;3;1;378.1744
793;13.5;2;0.06814888599999999;5;58.6562;4;2009;2;3;3;711.0744
1262;20.5;1;0.144094079;10;34.819;3;2007;3;2;2;1061.951
933;12.35;2;0.186616421;1;78.6328;4;2009;2;3;3;1004.0264
58;8.895;1;0.105323859;5;39.1138;6;2002;3;2;2;609.207
818;16.7;1;0.022110425;5;110.8886;6;2002;3;2;2;3558.0352
60;16.2;1;0.019374768;15;155.8972;5;2004;4;2;2;2025.3636
510;7.26;1;0.014482278;11;118.115;4;2009;2;3;3;1864.24
753;6.65;1;0.08780578800000001;7;126.7678;8;1999;2;1;2;1907.517
1062;13.35;1;0.048027043;2;218.9166;7;1997;4;1;2;5660.6316
772;17.35;1;0.055908268;1;99.8016;5;2004;4;2;2;607.2096
557;5.46;2;0.032359413;4;187.424;3;2007;3;2;2;3169.208
1087;18.25;1;0.088807455;6;197.3452;5;2004;4;2;2;2740.4328
768;8.185;1;0.046556408;7;47.7692;8;1999;2;1;2;640.4996
934;7.5;1;0.050750977;4;122.2072;7;1997;4;1;2;1960.1152
781;12.65;1;0.035404052000000005;1;230.601;5;2004;4;2;2;2067.309
864;14.3;1;0.130390458;1;77.2328;5;2004;4;2;2;231.6984
1220;17.85;1;0.074422769;14;128.002;1;1998;3;3;1;253.004
624;6.425;1;0.105742544;3;130.5626;1;1998;3;3;1;131.1626
372;6.825;2;0.046729336;4;153.4998;6;2002;3;2;2;2153.1972
1343;20.25;1;0.058886477;10;245.546;2;1987;1;3;2;1724.422
1356;19.2;1;0.18293775;12;243.0196;8;1999;2;1;2;3615.294
192;9.695;2;0.029223424;4;175.437;6;2002;3;2;2;2999.429
154;7.75;1;0.043326511;1;95.6436;6;2002;3;2;2;1134.5232
320;19.75;2;0.018051091;6;179.866;8;1999;2;1;2;2696.49
1095;5.325;2;0.23212188;5;55.5298;1;1998;3;3;1;53.9298
1172;6.71;2;0.029727657;1;66.6142;3;2007;3;2;2;1120.5414
1163;14.35;1;0.080527065;1;79.296;2;1987;1;3;2;719.064
1410;15.2;1;0.06396817760952248;9;47.8034;8;1999;2;1;2;437.4306
918;5.82;2;0.06396817760952248;7;256.633;8;1999;2;1;2;2050.664
482;5.59;2;0.056833394;14;61.9168;4;2009;2;3;3;1214.4192
495;18.5;2;0.062256920999999986;6;148.0418;7;1997;4;1;2;2059.9852
795;14.0;2;0.060427062;6;153.5656;7;1997;4;1;2;3089.312
1188;7.605;1;0.216323008;7;165.021;1;1998;3;3;1;815.605
437;9.6;1;0.08512595099999999;1;107.128;6;2002;3;2;2;1278.336
522;17.7;2;0.122565413;11;103.8674;3;2007;3;2;2;1528.011
117;15.7;1;0.06396817760952248;8;43.377;1;1998;3;3;1;129.83100000000002
1540;13.65;1;0.077670981;9;55.093;3;2007;3;2;2;1301.639
250;14.6;2;0.043201813;7;110.1254;3;2007;3;2;2;1844.9318
636;15.6;1;0.088215871;14;220.1798;3;2007;3;2;2;5068.7354
98;20.25;1;0.036295834;5;217.5482;2;1987;1;3;2;1095.241
207;8.02;1;0.186528819;14;151.9998;1;1998;3;3;1;307.5996
256;18.35;1;0.099026525;7;93.8462;2;1987;1;3;2;1295.6468
279;16.6;1;0.06396817760952248;4;118.8124;7;1997;4;1;2;2607.2728
597;10.0;2;0.063162608;6;228.6668;5;2004;4;2;2;3455.502
603;16.1;2;0.063429818;5;179.4318;8;1999;2;1;2;2345.6134
167;16.1;2;0.04807227;6;126.5362;3;2007;3;2;2;1761.7068
581;19.0;1;0.112097433;6;105.5622;8;1999;2;1;2;1905.5196
824;17.6;1;0.010037996;14;163.5552;5;2004;4;2;2;3086.6488
176;6.32;1;0.012789884;11;39.1822;3;2007;3;2;2;1060.6194
829;9.3;2;0.033431669;11;153.1314;5;2004;4;2;2;4653.942
803;11.1;2;0.03623131;6;175.0712;3;2007;3;2;2;3339.6528
993;6.15;1;0.046232445;1;99.4384;2;1987;1;3;2;1379.5376
386;20.85;1;0.097618234;16;223.9746;7;1997;4;1;2;897.4984
438;17.1;2;0.046808553;4;141.4838;7;1997;4;1;2;1404.838
719;13.15;2;0.03810738;14;86.3856;4;2009;2;3;3;615.1992
578;16.5;2;0.093846532;1;95.7068;5;2004;4;2;2;1069.2748
898;11.65;1;0.040744057;7;185.924;3;2007;3;2;2;4101.328
678;13.15;1;0.022831052;7;160.292;8;1999;2;1;2;4793.76
892;19.35;2;0.07687841599999999;14;113.9518;8;1999;2;1;2;1138.518
979;19.35;2;0.021501067;7;122.2098;6;2002;3;2;2;2771.7254
761;16.5;2;0.07964724;7;101.4332;2;1987;1;3;2;1948.1308
237;21.35;1;0.068809463;4;258.5278;5;2004;4;2;2;5206.556
959;16.0;2;0.115570552;7;57.5246;5;2004;4;2;2;173.7738
1262;20.5;1;0.14316437099999998;10;34.919000000000004;2;1987;1;3;2;73.238
320;19.75;2;0.018008071;6;180.466;2;1987;1;3;2;3415.554
1527;17.6;1;0.015775777;10;179.1976;3;2007;3;2;2;3803.0496
1154;4.615;2;0.102407778;4;234.33;3;2007;3;2;2;3961.51
130;5.88;1;0.003606726;8;154.1998;4;2009;2;3;3;1384.1982
526;11.8;2;0.093801337;14;126.0704;8;1999;2;1;2;1251.704
772;17.35;1;0.06396817760952248;1;101.9016;2;1987;1;3;2;1821.6288
472;12.35;2;0.033760862;11;196.9426;7;1997;4;1;2;5141.3076
456;9.0;1;0.082177842;6;214.1534;6;2002;3;2;2;1720.4272
1276;6.235;1;0.118858866;10;263.291;8;1999;2;1;2;3418.883
1091;9.6;1;0.06396817760952248;14;244.817;5;2004;4;2;2;4374.306
1150;16.75;1;0.105448901;14;156.16299999999995;3;2007;3;2;2;782.315
438;17.1;2;0.046881328;4;141.3838;8;1999;2;1;2;1685.8056
